file,R2,r,trait,cs,mode,cv,sp,type
asi_real_d2_cv3_sp3.ghatREL1,0.125889139605817,0.354808595732709,asi,real,d2,cv3,sp3.ghatREL1,real
asi_real_d2_cv3_sp4.ghatREL1,0.00707989808057656,0.0841421302355518,asi,real,d2,cv3,sp4.ghatREL1,real
asi_real_d2_cv3_sp5.ghatREL1,0.246118980842639,0.496103800471876,asi,real,d2,cv3,sp5.ghatREL1,real
asi_real_d2_cv3_sp6.ghatREL1,0.282769505627081,0.531760759766158,asi,real,d2,cv3,sp6.ghatREL1,real
asi_real_d2_cv3_sp7.ghatREL1,0.0727246851384207,0.269675147424491,asi,real,d2,cv3,sp7.ghatREL1,real
asi_real_d2_cv3_sp8.ghatREL1,0.0692100098544453,0.263077953949861,asi,real,d2,cv3,sp8.ghatREL1,real
asi_real_d2_cv3_sp9.ghatREL1,0.210749738946189,0.459074872919646,asi,real,d2,cv3,sp9.ghatREL1,real
asi_real_d2_cv4_sp10.ghatREL1,0.0380725650314798,0.195121923502921,asi,real,d2,cv4,sp10.ghatREL1,real
asi_real_d2_cv4_sp1.ghatREL1,0.0795706470057608,0.282082695331991,asi,real,d2,cv4,sp1.ghatREL1,real
asi_real_d2_cv4_sp2.ghatREL1,0.0876586851005957,-0.296072094430724,asi,real,d2,cv4,sp2.ghatREL1,real
asi_real_d2_cv4_sp3.ghatREL1,0.00714769992427575,0.084544070899595,asi,real,d2,cv4,sp3.ghatREL1,real
asi_real_d2_cv4_sp4.ghatREL1,0.057246461856743,0.239262328536573,asi,real,d2,cv4,sp4.ghatREL1,real
asi_real_d2_cv4_sp5.ghatREL1,0.00119014634496686,0.0344984977204351,asi,real,d2,cv4,sp5.ghatREL1,real
asi_real_d2_cv4_sp6.ghatREL1,0.0100255801454029,0.100127819038482,asi,real,d2,cv4,sp6.ghatREL1,real
asi_real_d2_cv4_sp7.ghatREL1,0.328881775127637,0.573482148918026,asi,real,d2,cv4,sp7.ghatREL1,real
asi_real_d2_cv4_sp8.ghatREL1,0.155035419656818,-0.393745374140215,asi,real,d2,cv4,sp8.ghatREL1,real
asi_real_d2_cv4_sp9.ghatREL1,2.29876672915906e-06,-0.00151616843693538,asi,real,d2,cv4,sp9.ghatREL1,real
asi_real_d2_cv5_sp10.ghatREL1,0.049924120077715,-0.223437060662986,asi,real,d2,cv5,sp10.ghatREL1,real
asi_real_d2_cv5_sp1.ghatREL1,0.0474194749717324,0.217760131731528,asi,real,d2,cv5,sp1.ghatREL1,real
asi_real_d2_cv5_sp2.ghatREL1,0.389765687057863,0.624312171159479,asi,real,d2,cv5,sp2.ghatREL1,real
