file,R2,r,trait,cs,mode,cv,sp
asi_real_d2_cv5_sp8.ghatREL1,0.155770798170963,0.394678094364209,asi,real,d2,cv5,sp8.ghatREL1
asi_real_d2_cv5_sp9.ghatREL1,0.137673405160764,0.371043670153209,asi,real,d2,cv5,sp9.ghatREL1
dtp_real_a1_cv1_sp10.ghatREL1,0.97656202036543,0.988211526124559,dtp,real,a1,cv1,sp10.ghatREL1
dtp_real_a1_cv1_sp1.ghatREL1,0.940930224841173,0.970015579689921,dtp,real,a1,cv1,sp1.ghatREL1
dtp_real_a1_cv1_sp2.ghatREL1,0.981097892023272,0.990503857651888,dtp,real,a1,cv1,sp2.ghatREL1
dtp_real_a1_cv1_sp3.ghatREL1,0.957720943463476,0.978632179863035,dtp,real,a1,cv1,sp3.ghatREL1
dtp_real_a1_cv1_sp4.ghatREL1,0.915762882263456,0.956955005349497,dtp,real,a1,cv1,sp4.ghatREL1
dtp_real_a1_cv1_sp5.ghatREL1,0.980540277843663,0.990222337580638,dtp,real,a1,cv1,sp5.ghatREL1
dtp_real_a1_cv1_sp6.ghatREL1,0.977516497926341,0.988694339989029,dtp,real,a1,cv1,sp6.ghatREL1
dtp_real_a1_cv1_sp7.ghatREL1,0.973181893700764,0.986499819412434,dtp,real,a1,cv1,sp7.ghatREL1
dtp_real_a1_cv1_sp8.ghatREL1,0.965292369637325,0.982492936176808,dtp,real,a1,cv1,sp8.ghatREL1
dtp_real_a1_cv1_sp9.ghatREL1,0.965383341991215,0.98253923178223,dtp,real,a1,cv1,sp9.ghatREL1
dtp_real_a1_cv2_sp10.ghatREL1,0.980417187721898,0.990160182860277,dtp,real,a1,cv2,sp10.ghatREL1
dtp_real_a1_cv2_sp1.ghatREL1,0.965496452535761,0.982596790415968,dtp,real,a1,cv2,sp1.ghatREL1
dtp_real_a1_cv2_sp2.ghatREL1,0.922854341249426,0.960653080591233,dtp,real,a1,cv2,sp2.ghatREL1
dtp_real_a1_cv2_sp3.ghatREL1,0.93434184002841,0.966613593960074,dtp,real,a1,cv2,sp3.ghatREL1
dtp_real_a1_cv2_sp4.ghatREL1,0.982339914521106,0.991130624348328,dtp,real,a1,cv2,sp4.ghatREL1
dtp_real_a1_cv2_sp5.ghatREL1,0.951921538610906,0.975664665041686,dtp,real,a1,cv2,sp5.ghatREL1
dtp_real_a1_cv2_sp6.ghatREL1,0.888674541573762,0.942695359898288,dtp,real,a1,cv2,sp6.ghatREL1
dtp_real_a1_cv2_sp7.ghatREL1,0.968330309870742,0.984037758356224,dtp,real,a1,cv2,sp7.ghatREL1
dtp_real_a1_cv2_sp8.ghatREL1,0.930945302292458,0.964855068024446,dtp,real,a1,cv2,sp8.ghatREL1
dtp_real_a1_cv2_sp9.ghatREL1,0.909262615239362,0.953552628458106,dtp,real,a1,cv2,sp9.ghatREL1
dtp_real_a1_cv3_sp10.ghatREL1,0.94221585046754,0.970678036460875,dtp,real,a1,cv3,sp10.ghatREL1
dtp_real_a1_cv3_sp1.ghatREL1,0.94462941351727,0.971920476951314,dtp,real,a1,cv3,sp1.ghatREL1
