file,R2,r,trait,cs,mode,sp,cv
asi_cs10_a2_sp7_cv3.ghatREL1,0.418625609797934,0.647012835883442,asi,cs10,a2,sp7,cv3.ghatREL1
asi_cs10_a2_sp7_cv4.ghatREL1,0.453799524059543,0.6736464384672,asi,cs10,a2,sp7,cv4.ghatREL1
asi_cs10_a2_sp7_cv5.ghatREL1,0.598118941330792,0.773381497923756,asi,cs10,a2,sp7,cv5.ghatREL1
asi_cs10_a2_sp8_cv1.ghatREL1,0.481985147258501,0.694251501444902,asi,cs10,a2,sp8,cv1.ghatREL1
asi_cs10_a2_sp8_cv2.ghatREL1,0.377914685032262,0.614747659639515,asi,cs10,a2,sp8,cv2.ghatREL1
asi_cs10_a2_sp8_cv3.ghatREL1,0.536095222875987,0.73218523808937,asi,cs10,a2,sp8,cv3.ghatREL1
asi_cs10_a2_sp8_cv4.ghatREL1,0.681469603125445,0.825511721979431,asi,cs10,a2,sp8,cv4.ghatREL1
asi_cs10_a2_sp8_cv5.ghatREL1,0.549809669250519,0.741491516640966,asi,cs10,a2,sp8,cv5.ghatREL1
asi_cs10_a2_sp9_cv1.ghatREL1,0.320016371932829,0.565699895645057,asi,cs10,a2,sp9,cv1.ghatREL1
asi_cs10_a2_sp9_cv2.ghatREL1,0.748242519574101,0.865010126862166,asi,cs10,a2,sp9,cv2.ghatREL1
asi_cs10_a2_sp9_cv3.ghatREL1,0.672792634178469,0.820239376144836,asi,cs10,a2,sp9,cv3.ghatREL1
asi_cs10_a2_sp9_cv4.ghatREL1,0.568263921456306,0.753832820628225,asi,cs10,a2,sp9,cv4.ghatREL1
asi_cs10_a2_sp9_cv5.ghatREL1,0.306593570977732,0.553708922609824,asi,cs10,a2,sp9,cv5.ghatREL1
asi_cs10_d2_sp10_cv1.ghatREL1,0.310463436232556,0.557192458879834,asi,cs10,d2,sp10,cv1.ghatREL1
asi_cs10_d2_sp10_cv2.ghatREL1,0.542274496847062,0.736392895706539,asi,cs10,d2,sp10,cv2.ghatREL1
asi_cs10_d2_sp10_cv3.ghatREL1,0.699732811925766,0.836500335879052,asi,cs10,d2,sp10,cv3.ghatREL1
asi_cs10_d2_sp10_cv4.ghatREL1,0.344233052813886,0.586713774181147,asi,cs10,d2,sp10,cv4.ghatREL1
asi_cs10_d2_sp10_cv5.ghatREL1,0.132133271228602,0.363501404713382,asi,cs10,d2,sp10,cv5.ghatREL1
asi_cs10_d2_sp1_cv1.ghatREL1,0.435067063759294,0.659596136858983,asi,cs10,d2,sp1,cv1.ghatREL1
asi_cs10_d2_sp1_cv2.ghatREL1,0.117347737699991,0.342560560631242,asi,cs10,d2,sp1,cv2.ghatREL1
asi_cs10_d2_sp1_cv3.ghatREL1,0.212700338805066,0.46119446961674,asi,cs10,d2,sp1,cv3.ghatREL1
asi_cs10_d2_sp1_cv4.ghatREL1,0.462264535150111,0.679900386196472,asi,cs10,d2,sp1,cv4.ghatREL1
asi_cs10_d2_sp1_cv5.ghatREL1,0.297708781036738,0.545626961427621,asi,cs10,d2,sp1,cv5.ghatREL1
asi_cs10_d2_sp2_cv1.ghatREL1,0.422969697534738,0.650361205434901,asi,cs10,d2,sp2,cv1.ghatREL1
asi_cs10_d2_sp2_cv2.ghatREL1,0.238529490784098,0.488394810357459,asi,cs10,d2,sp2,cv2.ghatREL1
asi_cs10_d2_sp2_cv3.ghatREL1,0.190529381569886,0.436496714271581,asi,cs10,d2,sp2,cv3.ghatREL1
asi_cs10_d2_sp2_cv4.ghatREL1,0.240821041748872,0.490735205328568,asi,cs10,d2,sp2,cv4.ghatREL1
asi_cs10_d2_sp2_cv5.ghatREL1,0.620196171806167,0.787525346770609,asi,cs10,d2,sp2,cv5.ghatREL1
asi_cs10_d2_sp3_cv1.ghatREL1,0.457730115509549,0.676557547818032,asi,cs10,d2,sp3,cv1.ghatREL1
asi_cs10_d2_sp3_cv2.ghatREL1,0.544565134658836,0.73794656626265,asi,cs10,d2,sp3,cv2.ghatREL1
asi_cs10_d2_sp3_cv3.ghatREL1,0.237531601397443,0.487372138511675,asi,cs10,d2,sp3,cv3.ghatREL1
asi_cs10_d2_sp3_cv4.ghatREL1,0.48420610665831,0.69584919821633,asi,cs10,d2,sp3,cv4.ghatREL1
asi_cs10_d2_sp3_cv5.ghatREL1,0.141957407855434,0.376772355481973,asi,cs10,d2,sp3,cv5.ghatREL1
asi_cs10_d2_sp4_cv1.ghatREL1,0.746190677095573,0.863823290433624,asi,cs10,d2,sp4,cv1.ghatREL1
asi_cs10_d2_sp4_cv2.ghatREL1,0.343152010719002,0.585791781027186,asi,cs10,d2,sp4,cv2.ghatREL1
asi_cs10_d2_sp4_cv3.ghatREL1,0.170414509386003,0.412812922988129,asi,cs10,d2,sp4,cv3.ghatREL1
asi_cs10_d2_sp4_cv4.ghatREL1,0.275434098655246,0.524818157703453,asi,cs10,d2,sp4,cv4.ghatREL1
asi_cs10_d2_sp4_cv5.ghatREL1,0.172319615290695,0.415113978674165,asi,cs10,d2,sp4,cv5.ghatREL1
asi_cs10_d2_sp5_cv1.ghatREL1,0.260477854385821,0.510370311034861,asi,cs10,d2,sp5,cv1.ghatREL1
asi_cs10_d2_sp5_cv2.ghatREL1,0.263811348714745,0.51362568930569,asi,cs10,d2,sp5,cv2.ghatREL1
asi_cs10_d2_sp5_cv3.ghatREL1,0.681040143759263,0.825251563924155,asi,cs10,d2,sp5,cv3.ghatREL1
asi_cs10_d2_sp5_cv4.ghatREL1,0.238331218913235,0.488191784971065,asi,cs10,d2,sp5,cv4.ghatREL1
asi_cs10_d2_sp5_cv5.ghatREL1,0.340776927893757,0.583761019505206,asi,cs10,d2,sp5,cv5.ghatREL1
asi_cs10_d2_sp6_cv1.ghatREL1,0.277418254308118,0.52670509235066,asi,cs10,d2,sp6,cv1.ghatREL1
asi_cs10_d2_sp6_cv2.ghatREL1,0.303397761723763,0.550815542376722,asi,cs10,d2,sp6,cv2.ghatREL1
asi_cs10_d2_sp6_cv3.ghatREL1,0.525346825409168,0.724808130065584,asi,cs10,d2,sp6,cv3.ghatREL1
asi_cs10_d2_sp6_cv4.ghatREL1,0.349925896823483,0.591545346379704,asi,cs10,d2,sp6,cv4.ghatREL1
asi_cs10_d2_sp6_cv5.ghatREL1,0.205380653947842,0.453189423914373,asi,cs10,d2,sp6,cv5.ghatREL1
asi_cs10_d2_sp7_cv1.ghatREL1,0.314810457863576,0.56107972505124,asi,cs10,d2,sp7,cv1.ghatREL1
asi_cs10_d2_sp7_cv2.ghatREL1,0.47585726263322,0.689824080931668,asi,cs10,d2,sp7,cv2.ghatREL1
asi_cs10_d2_sp7_cv3.ghatREL1,0.140514443924151,0.374852562915276,asi,cs10,d2,sp7,cv3.ghatREL1
asi_cs10_d2_sp7_cv4.ghatREL1,0.379365771892365,0.615926758545498,asi,cs10,d2,sp7,cv4.ghatREL1
asi_cs10_d2_sp7_cv5.ghatREL1,0.307599748819167,0.554616758509123,asi,cs10,d2,sp7,cv5.ghatREL1
asi_cs10_d2_sp8_cv1.ghatREL1,0.393892858201423,0.627608841717054,asi,cs10,d2,sp8,cv1.ghatREL1
asi_cs10_d2_sp8_cv2.ghatREL1,0.33772550546734,0.581141553726233,asi,cs10,d2,sp8,cv2.ghatREL1
asi_cs10_d2_sp8_cv3.ghatREL1,0.526633896971757,0.725695457455644,asi,cs10,d2,sp8,cv3.ghatREL1
asi_cs10_d2_sp8_cv4.ghatREL1,0.376515772647172,0.613608810763969,asi,cs10,d2,sp8,cv4.ghatREL1
asi_cs10_d2_sp8_cv5.ghatREL1,0.0943698997126637,0.307196841964015,asi,cs10,d2,sp8,cv5.ghatREL1
asi_cs10_d2_sp9_cv1.ghatREL1,0.0185225189152774,0.13609746109049,asi,cs10,d2,sp9,cv1.ghatREL1
asi_cs10_d2_sp9_cv2.ghatREL1,0.570230736928422,0.755136237329676,asi,cs10,d2,sp9,cv2.ghatREL1
asi_cs10_d2_sp9_cv3.ghatREL1,0.561988557924103,0.749658961077704,asi,cs10,d2,sp9,cv3.ghatREL1
asi_cs10_d2_sp9_cv4.ghatREL1,0.638460300671179,0.799037108444395,asi,cs10,d2,sp9,cv4.ghatREL1
asi_cs10_d2_sp9_cv5.ghatREL1,0.288761481425849,0.537365314684386,asi,cs10,d2,sp9,cv5.ghatREL1
asi_cs1_a2_sp10_cv1.ghatREL1,0.441413377002499,0.66438947689025,asi,cs1,a2,sp10,cv1.ghatREL1
asi_cs1_a2_sp10_cv2.ghatREL1,0.687898163759981,0.829396264616607,asi,cs1,a2,sp10,cv2.ghatREL1
asi_cs1_a2_sp10_cv3.ghatREL1,0.532008800965136,0.729389334282546,asi,cs1,a2,sp10,cv3.ghatREL1
asi_cs1_a2_sp10_cv4.ghatREL1,0.486321904981879,0.697367840513081,asi,cs1,a2,sp10,cv4.ghatREL1
asi_cs1_a2_sp10_cv5.ghatREL1,0.679478402387789,0.824304799444835,asi,cs1,a2,sp10,cv5.ghatREL1
asi_cs1_a2_sp1_cv1.ghatREL1,0.471060901682889,0.686338765977042,asi,cs1,a2,sp1,cv1.ghatREL1
asi_cs1_a2_sp1_cv2.ghatREL1,0.372252272036761,0.610124800378383,asi,cs1,a2,sp1,cv2.ghatREL1
asi_cs1_a2_sp1_cv3.ghatREL1,0.766235101731452,0.875348560135591,asi,cs1,a2,sp1,cv3.ghatREL1
asi_cs1_a2_sp1_cv4.ghatREL1,0.620288790674772,0.787584148313545,asi,cs1,a2,sp1,cv4.ghatREL1
asi_cs1_a2_sp1_cv5.ghatREL1,0.381876687883268,0.617961720402865,asi,cs1,a2,sp1,cv5.ghatREL1
